190,210,44,113
189,211,44,113
188,210,44,113
186,209,46,119
186,211,44,113
185,211,44,113
184,211,44,113
185,213,44,113
185,211,44,113
186,213,44,113
187,216,42,108
187,212,44,113
188,213,44,113
190,216,44,113
191,215,44,113
193,218,42,108
195,218,40,102
195,213,42,108
196,210,42,108
200,210,40,102
201,208,40,102
206,204,42,108
207,209,44,113
208,217,44,113
211,218,44,113
216,198,44,113
217,219,46,119
218,225,46,119
222,221,49,125
225,222,49,125
232,218,51,131
235,217,51,131
240,215,51,131
243,215,51,131
246,215,51,131
250,213,51,131
252,210,53,137
256,212,53,137
258,210,56,144
260,212,59,151
262,217,59,151
266,217,59,151
268,219,59,151
270,218,59,151
273,221,56,144
276,220,53,137
277,224,53,137
278,222,53,137
278,220,53,137
275,216,53,137
276,215,51,131
275,210,51,131
267,221,51,131
267,220,51,131
265,214,53,137
266,217,51,131
267,218,51,131
268,220,49,125
270,221,49,125
267,219,51,131
265,220,51,131
264,221,51,131
263,223,51,131
259,226,51,131
256,226,51,131
251,228,49,125
247,229,49,125
245,233,46,119
242,237,44,113
237,241,42,108
237,244,40,102
231,243,40,102
224,242,40,102
218,241,40,102
216,240,40,102
209,242,40,102
201,239,40,102
190,239,40,102
180,245,40,102
178,247,40,102
177,250,38,98
174,249,38,98
166,246,40,102
161,248,38,98
151,255,38,98
151,242,36,93
150,241,34,89
147,243,33,84
140,244,33,84
134,246,33,84
134,254,31,80
135,265,31,80
135,265,31,80
132,247,31,80
133,244,30,76
133,240,28,73
132,237,27,69
129,239,27,69
127,239,27,69
127,243,26,66
127,244,26,66
127,245,25,63
129,248,23,60
133,244,23,60
133,243,23,60
138,235,23,60
139,238,22,57
141,240,22,57
142,239,22,57
143,242,21,54
147,243,20,52
147,245,20,52
148,240,20,52
152,235,20,52
152,228,20,52
152,206,20,52
152,198,20,52
153,197,20,52
153,201,20,52
153,201,20,52
154,199,20,52
155,198,20,52
154,204,19,49
150,206,19,49
154,203,18,47
155,200,18,47
156,215,17,45
157,218,17,45
158,223,18,47
157,220,18,47
157,222,18,47
158,220,18,47
158,219,19,49
158,220,19,49
157,203,19,49
158,202,18,47
162,202,18,47
163,179,18,47
163,184,19,49
164,185,18,47
164,187,18,47
165,186,18,47
169,186,19,49
172,186,18,47
172,185,18,47
169,170,18,47
172,167,18,47
177,181,18,47
173,185,18,47
175,185,17,45
174,186,17,45
176,186,17,45
173,186,17,45
176,185,17,45
180,185,17,45
182,185,17,45
183,185,17,45
181,194,17,45
182,200,17,43
181,212,16,41
182,199,16,41
182,212,17,43
186,213,16,41
187,212,16,41
187,196,16,41
188,196,15,39
187,191,16,41
187,194,15,39
187,191,16,41
187,187,16,41
186,191,16,41
186,189,17,43
183,189,17,43
185,189,16,41
183,190,16,41
186,193,16,41
190,197,16,41
188,202,16,41
189,219,17,43
192,220,17,43
195,221,17,43
194,216,17,43
194,217,17,45
194,222,17,43
196,214,17,43
196,199,17,43
196,198,17,43
196,198,17,43
197,198,17,43
200,197,17,43
204,197,17,43
208,198,17,43
211,198,17,43
215,198,17,43
218,198,17,43
218,206,17,43
215,198,17,43
215,198,17,43
217,198,17,43
219,198,17,43
219,212,17,43
219,211,17,45
223,211,17,45
227,211,17,45
228,212,17,45
230,213,17,43
231,215,16,41
233,215,16,41
233,216,16,41
233,216,16,41
234,215,16,41
234,215,16,41
234,215,15,39
234,203,14,37
234,203,14,37
236,203,14,37
236,201,14,37
237,213,14,35
236,214,14,37
237,214,14,37
237,203,14,35
236,197,14,37
236,193,15,39
235,193,15,39
236,194,15,39
237,195,15,39
237,194,15,39
238,194,15,39
238,193,15,39
239,192,15,39
240,192,15,39
240,193,14,37
239,193,15,39
235,191,16,41
234,190,16,41
233,190,16,41
232,188,17,43
232,188,17,43
230,187,17,45
229,185,18,47
228,184,18,47
228,183,18,47
228,184,17,45
227,185,17,45
231,190,18,47
234,192,17,45
234,190,17,45
234,191,17,43
232,188,17,43
231,188,17,43
230,200,17,43
228,203,17,43
227,202,17,43
225,202,17,43
224,201,17,43
221,205,17,43
220,208,17,43
220,212,16,41
217,211,17,43
214,211,17,43
211,212,16,41
211,215,15,39
211,216,14,37
211,213,14,37
212,211,14,35
213,212,14,35
213,210,14,35
213,208,14,35
213,206,14,35
213,207,14,35
213,209,14,35
213,208,14,37
213,210,14,37
213,212,14,37
213,212,14,37
213,214,14,37
213,214,14,37
212,213,15,39
211,210,15,39
211,210,15,39
211,209,15,39
211,208,15,39
211,207,15,39
209,209,15,39
209,212,15,39
209,212,16,41
208,212,16,41
208,212,16,41
209,211,16,41
209,209,16,41
210,208,16,41
210,207,16,41
210,207,16,41
211,208,16,41
211,209,16,41
211,211,16,41
211,212,16,41
210,213,16,41
209,214,16,41
208,217,15,39
205,215,15,39
202,216,15,39
199,218,15,39
196,216,16,41
195,216,15,39
195,216,15,39
198,216,15,39
198,216,15,39
198,212,16,41
199,213,16,41
198,217,15,39
198,228,15,39
198,230,15,39
198,230,15,39
199,231,14,37
199,231,14,37
199,233,14,37
199,232,15,39
199,232,15,39
200,234,14,37
200,233,14,37
200,234,14,37
201,234,14,37
201,234,14,37
202,234,14,37
204,227,14,35
204,226,14,37
206,230,14,35
206,230,14,37
206,230,14,37
206,231,14,37
207,236,14,35
208,238,14,35
208,238,14,35
209,240,14,35
211,237,13,33
212,237,13,33
213,239,12,32
214,240,12,32
215,240,12,30
218,243,12,30
220,241,12,30
221,244,12,30
222,245,12,30
222,251,12,30
223,250,12,30
223,251,12,30
224,253,12,30
225,252,12,30
225,251,12,30
226,253,12,30
227,252,12,30
228,247,12,30
228,246,12,30
228,247,12,30
228,246,12,30
228,246,12,30
228,247,12,30
228,248,12,30
228,248,12,30
229,248,12,30
231,248,12,30
232,247,12,30
232,248,12,30
233,251,12,30
234,251,12,30
235,251,12,30
235,251,12,30
236,251,12,30
238,251,12,30
239,251,12,30
240,251,12,30
240,252,12,30
241,252,12,30
241,252,12,30
242,253,11,29
244,256,11,27
245,257,10,26
245,257,10,26
245,257,10,26
245,257,10,26
245,257,10,26
245,259,10,25
245,260,9,24
246,260,9,24
246,260,9,24
246,261,9,24
246,262,9,24
245,260,9,24
246,262,9,24
246,261,9,24
246,262,9,24
246,261,9,24
246,261,9,24
246,262,9,24
246,263,9,23
246,263,9,23
246,263,9,23
246,263,9,23
247,264,9,23
247,265,9,24
247,265,9,24
247,266,9,23
247,266,9,23
249,266,9,23
250,266,9,23
250,265,9,23
250,265,9,23
252,265,9,23
252,266,9,23
252,267,9,23
252,268,9,23
252,268,8,22
251,268,8,22
252,269,8,22
251,271,8,22
251,271,8,22
251,273,8,22
251,273,8,22
251,273,8,22
251,272,8,20
252,273,8,20
252,274,8,20
252,276,8,20
252,273,7,19
252,273,7,19
252,273,7,19
252,274,7,19
252,274,7,19
252,274,7,19
253,275,7,19
253,275,7,19
253,275,7,19
254,275,7,19
254,275,7,19
254,276,7,19
253,275,7,18
253,277,7,18
253,282,7,18
252,284,7,18
253,283,7,18
253,285,7,18
253,285,7,18
253,285,7,19
253,285,7,18
253,286,7,17
254,286,7,17
254,287,7,17
253,288,7,18
254,289,7,18
254,293,7,18
254,295,7,18
253,297,7,19
253,297,8,20
253,301,8,20
253,302,8,20
254,303,8,20
254,301,8,20
253,300,8,20
254,297,8,20
253,301,8,20
253,301,8,20
252,302,8,20
252,303,8,20
252,296,8,20
252,297,8,20
252,283,8,22
252,284,8,20
252,284,8,20
253,285,8,20
254,285,8,20
253,284,8,20
253,284,8,20
253,286,8,20
253,286,8,20
253,286,8,20
253,288,8,20
253,288,8,20
254,288,8,20
254,289,8,20
254,291,8,20
254,290,8,20
254,293,8,20
255,293,8,20
255,293,8,20
254,299,8,20
254,295,7,19
253,295,7,19
253,302,7,19
254,304,7,19
254,305,7,19
254,306,7,18
253,306,7,18
252,307,7,19
254,317,7,19
254,312,7,19
253,309,7,18
253,308,7,19
253,308,7,19
253,303,8,20
253,305,8,20
253,304,8,20
253,295,8,20
253,290,8,20
253,295,8,20
253,301,8,20
253,298,8,20
253,299,8,20
253,299,8,20
253,300,8,20
254,299,8,20
254,299,8,22
254,299,8,22
254,299,8,22
254,299,8,22
254,301,8,22
254,301,8,20
254,301,8,20
254,299,8,20
254,300,8,20
254,302,8,20
254,302,8,20
254,302,8,20
253,301,8,20
253,299,8,20
253,299,8,20
253,299,8,20
252,299,8,20
253,292,8,20
253,287,8,20
253,288,8,20
252,289,8,20
252,289,8,20
250,289,8,20
249,289,8,20
247,288,8,20
246,288,8,20
245,289,8,20
244,289,8,20
243,289,8,20
243,290,8,20
241,288,8,20
240,288,8,20
239,288,8,20
239,291,8,20
239,289,8,20
238,288,8,20
238,288,8,20
237,287,8,20
237,288,8,20
237,286,8,20
236,286,8,20
236,285,8,20
236,286,7,19
236,286,7,19
236,285,7,19
236,283,7,19
236,283,7,19
236,282,7,19
236,281,7,19
236,280,7,19
236,280,7,19
236,280,7,19
236,278,7,18
237,278,7,17
237,276,7,17
237,277,7,17
237,276,7,17
237,276,7,17
238,273,7,17
239,272,7,17
239,273,7,17
239,271,7,17
239,271,7,18
239,270,7,18
241,269,7,17
242,268,7,17
241,274,7,18
241,275,7,18
242,275,7,17
243,270,7,17
243,268,7,17
243,267,7,17
243,266,7,17
244,267,7,17
245,265,7,17
245,265,7,18
245,264,7,18
245,264,7,18
246,264,7,17
246,265,6,16
246,271,6,16
244,276,7,17
245,277,7,17
245,276,7,18
245,279,7,18
244,279,7,18
245,279,7,17
245,279,7,17
245,278,7,17
246,278,6,16
246,280,6,16
246,282,6,16
246,284,6,16
